NP_027422.1	NP_027422.1; NP_849661.1	303; 293	Pfam	PF06454; PF06454	Protein of unknown function (DUF1084); Protein of unknown function (DUF1084)	5.5E-146; 1.1E-145	IPR009457; IPR009457	THH1/TOM1/TOM3 domain; THH1/TOM1/TOM3 domain
NP_190639.1	NP_190639.1; NP_001327332.1; NP_001322628.1	452; 446; 455	Pfam	PF00096; PF12171; PF12171	Zinc finger, C2H2 type; Zinc-finger double-stranded RNA-binding; Zinc-finger double-stranded RNA-binding	0.0044; 2.4E-5; 5.2E-5	IPR013087; IPR022755; IPR022755	Zinc finger C2H2-type; Zinc finger, double-stranded RNA binding; Zinc finger, double-stranded RNA binding
NP_190651.1	NP_190651.1; NP_201458.1	331; 332	Pfam	PF01716; PF01716	Manganese-stabilising protein / photosystem II polypeptide; Manganese-stabilising protein / photosystem II polypeptide	1.3E-95; 1.0E-95	IPR002628; IPR002628	Photosystem II PsbO, manganese-stabilising; Photosystem II PsbO, manganese-stabilising
NP_190694.1	NP_190694.1; NP_201415.1	250; 250	Pfam	PF10584, PF00227; PF10584, PF00227	Proteasome subunit A N-terminal signature, Proteasome subunit; Proteasome subunit A N-terminal signature, Proteasome subunit	4.8E-14, 1.3E-57; 4.8E-14, 5.2E-58	IPR000426, IPR001353; IPR000426, IPR001353	Proteasome alpha-subunit, N-terminal domain, Proteasome, subunit alpha/beta; Proteasome alpha-subunit, N-terminal domain, Proteasome, subunit alpha/beta
NP_190712.1	NP_190712.1; NP_566951.1; NP_190713.1	371; 371; 371	Pfam	PF03088; PF03088; PF03088	Strictosidine synthase; Strictosidine synthase; Strictosidine synthase	8.2E-37; 7.2E-38; 5.1E-39	IPR018119; IPR018119; IPR018119	Strictosidine synthase, conserved region; Strictosidine synthase, conserved region; Strictosidine synthase, conserved region
NP_190714.2	NP_190714.2; NP_201403.2	597; 593	Pfam	PF02383; PF02383	SacI homology domain; SacI homology domain	2.5E-86; 3.5E-87	IPR002013; IPR002013	SAC domain; SAC domain
NP_190836.2	NP_190836.2; NP_567152.1	456; 453	Pfam	PF00646, PF07723, PF08387; PF08387, PF00646, PF07723	F-box domain, Leucine Rich Repeat, FBD; FBD, F-box domain, Leucine Rich Repeat	3.6E-7, 3.7E-9, 3.0E-18; 1.0E-18, 2.2E-6, 7.4E-8	IPR001810, IPR013101, IPR006566; IPR006566, IPR001810, IPR013101	F-box domain, Leucine-rich repeat 2, FBD domain; FBD domain, F-box domain, Leucine-rich repeat 2
NP_190844.1	NP_190844.1; NP_565842.1	257; 255	Pfam	PF04893; PF04893	Yip1 domain; Yip1 domain	2.8E-7; 2.9E-7	IPR006977; IPR006977	Yip1 domain; Yip1 domain
NP_190870.1	NP_190870.1; NP_565851.1	163; 164	Pfam	PF01246; PF01246	Ribosomal protein L24e; Ribosomal protein L24e	9.7E-29; 4.7E-28	IPR000988; IPR000988	Ribosomal protein L24e-related; Ribosomal protein L24e-related
NP_190880.1	NP_190880.1; NP_850268.2	217; 218	Pfam	PF07200; PF07200	Modifier of rudimentary (Mod(r)) protein; Modifier of rudimentary (Mod(r)) protein	1.2E-35; 3.0E-35	IPR009851; IPR009851	Modifier of rudimentary, Modr; Modifier of rudimentary, Modr
NP_190913.1	NP_190913.1; NP_565668.1; NP_196248.3	215; 213; 217	Pfam	PF03641; PF03641; PF03641	Possible lysine decarboxylase; Possible lysine decarboxylase; Possible lysine decarboxylase	8.8E-47; 4.0E-46; 8.0E-47	IPR031100; IPR031100; IPR031100	LOG family; LOG family; LOG family
NP_190970.1	NP_190970.1; NP_001324467.1	305; 305	Pfam	PF14360; PF14360	PAP2 superfamily C-terminal; PAP2 superfamily C-terminal	3.8E-23; 4.1E-22	IPR025749; IPR025749	Sphingomyelin synthase-like domain; Sphingomyelin synthase-like domain
NP_190986.1	NP_190986.1; NP_001031507.1	309; 311	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.1E-67; 3.1E-69	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_191118.1	NP_191118.1; NP_001325272.1	364; 361	Pfam	PF00483, PF00132; PF00132, PF00483	Nucleotidyl transferase, Bacterial transferase hexapeptide (six repeats); Bacterial transferase hexapeptide (six repeats), Nucleotidyl transferase	1.7E-50, 2.6E-7; 1.8E-7, 5.8E-53	IPR005835, IPR001451; IPR001451, IPR005835	Nucleotidyl transferase domain, Hexapeptide repeat; Hexapeptide repeat, Nucleotidyl transferase domain
NP_191239.1	NP_191239.1; NP_850860.1; NP_001185330.1; NP_001189724.1	149; 149; 159; 161	Pfam	PF13499; PF13499; PF13499, PF13833; PF13499, PF13833, PF13202	EF-hand domain pair; EF-hand domain pair; EF-hand domain pair, EF-hand domain pair; EF-hand domain pair, EF-hand domain pair, EF hand	4.5E-19; 7.3E-19; 2.8E-19, 4.2E-11; 5.4E-19, 3.9E-11, 0.049	IPR002048; IPR002048; IPR002048, IPR002048; IPR002048, IPR002048, IPR002048	EF-hand domain; EF-hand domain; EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain, EF-hand domain
NP_191281.1	NP_191281.1; NP_565950.1	426; 431	Pfam	PF00953; PF00953	Glycosyl transferase family 4; Glycosyl transferase family 4	1.1E-34; 8.5E-35	IPR000715; IPR000715	Glycosyl transferase, family 4; Glycosyl transferase, family 4
NP_191294.5	NP_191294.5; NP_565951.1	860; 861	Pfam	PF04097; PF04097	Nup93/Nic96; Nup93/Nic96	2.8E-102; 9.3E-104	IPR007231; IPR007231	Nucleoporin interacting component Nup93/Nic96; Nucleoporin interacting component Nup93/Nic96
NP_191301.1	NP_191301.1; NP_565960.1	765; 771	Pfam	PF03385; PF03385	STELLO glycosyltransferases; STELLO glycosyltransferases	5.3E-8; 1.1E-9	IPR005049; IPR005049	STELLO-like; STELLO-like
NP_191328.1	NP_191328.1; NP_973662.1	61; 61	Pfam	; 	; 	; 	; 	; 
NP_191353.2	NP_191353.2; NP_001318971.1	1028; 1028	Pfam	PF13718, PF13725, PF08351, PF05127; PF05127, PF13718, PF08351, PF13725	GNAT acetyltransferase 2, Possible tRNA binding domain, Domain of unknown function (DUF1726), Helicase; Helicase, GNAT acetyltransferase 2, Domain of unknown function (DUF1726), Possible tRNA binding domain	1.5E-91, 1.4E-58, 2.6E-29, 4.9E-60; 6.7E-61, 6.0E-92, 1.8E-29, 1.7E-60	IPR000182, IPR027992, IPR013562, IPR007807; IPR007807, IPR000182, IPR013562, IPR027992	GNAT domain, Possible tRNA binding domain, tRNA(Met) cytidine acetyltransferase TmcA, N-terminal, Helicase domain; Helicase domain, GNAT domain, tRNA(Met) cytidine acetyltransferase TmcA, N-terminal, Possible tRNA binding domain
NP_191372.2	NP_191372.2; NP_001077969.1	257; 258	Pfam	PF02585; PF02585	GlcNAc-PI de-N-acetylase; GlcNAc-PI de-N-acetylase	1.2E-25; 6.8E-24	IPR003737; IPR003737	N-acetylglucosaminyl phosphatidylinositol deacetylase-related; N-acetylglucosaminyl phosphatidylinositol deacetylase-related
NP_191427.1	NP_191427.1; NP_565981.1	142; 142	Pfam	PF01381, PF08523; PF08523, PF01381	Helix-turn-helix, Multiprotein bridging factor 1; Multiprotein bridging factor 1, Helix-turn-helix	9.6E-13, 1.4E-23; 2.3E-22, 1.4E-12	IPR001387, IPR013729; IPR013729, IPR001387	Cro/C1-type helix-turn-helix domain, Multiprotein bridging factor 1, N-terminal; Multiprotein bridging factor 1, N-terminal, Cro/C1-type helix-turn-helix domain
NP_191429.1	NP_191429.1; NP_567563.1; NP_568649.2; NP_850376.2	182; 182; 182; 182	Pfam	PF00673, PF00281; PF00673, PF00281; PF00673, PF00281; PF00673, PF00281	ribosomal L5P family C-terminus, Ribosomal protein L5; ribosomal L5P family C-terminus, Ribosomal protein L5; ribosomal L5P family C-terminus, Ribosomal protein L5; ribosomal L5P family C-terminus, Ribosomal protein L5	7.6E-21, 1.7E-20; 7.6E-21, 1.7E-20; 7.6E-21, 1.7E-20; 7.6E-21, 1.7E-20	IPR031309, IPR031310; IPR031309, IPR031310; IPR031309, IPR031310; IPR031309, IPR031310	Ribosomal protein L5, C-terminal, Ribosomal protein L5, N-terminal; Ribosomal protein L5, C-terminal, Ribosomal protein L5, N-terminal; Ribosomal protein L5, C-terminal, Ribosomal protein L5, N-terminal; Ribosomal protein L5, C-terminal, Ribosomal protein L5, N-terminal
NP_191552.2	NP_191552.2; NP_680294.1	80; 80	Pfam	; 	; 	; 	; 	; 
NP_191556.1	NP_191556.1; NP_566011.1	592; 594	Pfam	PF02219; PF02219	Methylenetetrahydrofolate reductase; Methylenetetrahydrofolate reductase	2.0E-125; 4.6E-127	IPR003171; IPR003171	Methylenetetrahydrofolate reductase-like; Methylenetetrahydrofolate reductase-like
NP_191574.2	NP_191574.2; NP_566020.1	170; 170	Pfam	PF04430; PF04430	Protein of unknown function (DUF498/DUF598); Protein of unknown function (DUF498/DUF598)	1.8E-30; 1.4E-31	IPR007523; IPR007523	NDUFAF3/Mth938 domain-containing protein; NDUFAF3/Mth938 domain-containing protein
NP_191649.1	NP_191649.1; NP_566043.1	422; 420	Pfam	PF02469; PF02469	Fasciclin domain; Fasciclin domain	1.2E-18; 1.8E-18	IPR000782; IPR000782	FAS1 domain; FAS1 domain
NP_191711.1	NP_191711.1; NP_680234.1	766; 766	Pfam	PF01535, PF12854, PF13041; PF01535, PF13041, PF12854	PPR repeat, PPR repeat, PPR repeat family; PPR repeat, PPR repeat family, PPR repeat	0.0019, 5.5E-11, 1.5E-15; 0.0019, 1.5E-15, 5.5E-11	IPR002885, IPR002885, IPR002885; IPR002885, IPR002885, IPR002885	Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentatricopeptide repeat
NP_191723.1	NP_191723.1; NP_566070.3	74; 73	Pfam	PF06376; PF06376	Arabinogalactan peptide; Arabinogalactan peptide	1.5E-18; 1.7E-18	IPR009424; IPR009424	Arabinogalactan protein 16/20/22/41; Arabinogalactan protein 16/20/22/41
NP_191724.1	NP_191724.1; NP_196181.1	474; 474	Pfam	PF03953, PF00091; PF00091, PF03953	Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain	7.2E-47, 6.2E-70; 2.3E-71, 4.8E-47	IPR018316, IPR003008; IPR003008, IPR018316	Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain
NP_191735.2	NP_191735.2; NP_001331306.1	610; 610	Pfam	PF01031, PF00350, PF02212; PF00350, PF01031, PF02212	Dynamin central region, Dynamin family, Dynamin GTPase effector domain; Dynamin family, Dynamin central region, Dynamin GTPase effector domain	2.2E-64, 3.6E-51, 2.4E-22; 1.6E-54, 4.4E-64, 2.0E-22	IPR000375, IPR045063, IPR003130; IPR045063, IPR000375, IPR003130	Dynamin stalk domain, Dynamin, N-terminal, Dynamin GTPase effector; Dynamin, N-terminal, Dynamin stalk domain, Dynamin GTPase effector
NP_191788.1	NP_191788.1; NP_001324310.1; NP_001321560.1; NP_001323060.1; NP_564195.1; NP_001318560.1	181; 181; 181; 181; 181; 188	Pfam	PF00025; PF00025; PF00025; PF00025; PF00025; PF00025	ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family; ADP-ribosylation factor family	2.1E-80; 5.2E-80; 4.3E-80; 4.3E-80; 4.3E-80; 3.7E-80	IPR006689; IPR006689; IPR006689; IPR006689; IPR006689; IPR006689	Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type; Small GTPase superfamily, ARF/SAR type
NP_191806.1	NP_191806.1; NP_191813.1; NP_196986.1	599; 599; 598	Pfam	PF13041, PF01535, PF17177; PF01535, PF13041, PF17177; PF13041, PF01535, PF17177	PPR repeat family, PPR repeat, Pentacotripeptide-repeat region of PRORP; PPR repeat, PPR repeat family, Pentacotripeptide-repeat region of PRORP; PPR repeat family, PPR repeat, Pentacotripeptide-repeat region of PRORP	1.9E-13, 8.3E-5, 5.1E-13; 8.3E-5, 1.4E-12, 5.3E-12; 1.4E-12, 8.3E-5, 5.3E-12	IPR002885, IPR002885, IPR033443; IPR002885, IPR002885, IPR033443; IPR002885, IPR002885, IPR033443	Pentatricopeptide repeat, Pentatricopeptide repeat, Pentacotripeptide-repeat region of PRORP; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentacotripeptide-repeat region of PRORP; Pentatricopeptide repeat, Pentatricopeptide repeat, Pentacotripeptide-repeat region of PRORP
NP_191831.1	NP_191831.1; NP_567241.1	460; 461	Pfam	PF05637; PF05637	galactosyl transferase GMA12/MNN10 family; galactosyl transferase GMA12/MNN10 family	3.5E-72; 3.8E-75	IPR008630; IPR008630	Glycosyltransferase 34; Glycosyltransferase 34
NP_191842.1	NP_191842.1; NP_001189772.1	445; 449	Pfam	PF16363; PF16363	GDP-mannose 4,6 dehydratase; GDP-mannose 4,6 dehydratase	4.1E-62; 2.9E-64	IPR016040; IPR016040	NAD(P)-binding domain; NAD(P)-binding domain
NP_191845.2	NP_191845.2; NP_566106.1	348; 351	Pfam	PF12146; PF12146	Serine aminopeptidase, S33; Serine aminopeptidase, S33	5.4E-61; 5.3E-60	IPR022742; IPR022742	Serine aminopeptidase, S33; Serine aminopeptidase, S33
NP_191854.1	NP_191854.1; NP_001318444.1	103; 103	Pfam	PF00462; PF00462	Glutaredoxin; Glutaredoxin	7.7E-13; 3.1E-11	IPR002109; IPR002109	Glutaredoxin; Glutaredoxin
NP_191859.1	NP_191859.1; NP_566118.1	413; 413	Pfam	PF11543, PF05021; PF11543, PF05021	Nuclear pore localisation protein NPL4, NPL4 family; Nuclear pore localisation protein NPL4, NPL4 family	1.6E-7, 3.1E-13; 1.4E-6, 2.7E-12	IPR024682, IPR007717; IPR024682, IPR007717	Nuclear pore localisation protein Npl4, ubiquitin-like domain, Nuclear pore localisation protein NPL4, C-terminal; Nuclear pore localisation protein Npl4, ubiquitin-like domain, Nuclear pore localisation protein NPL4, C-terminal
NP_191867.1	NP_191867.1; NP_566128.1	173; 170	Pfam	PF00255; PF00255	Glutathione peroxidase; Glutathione peroxidase	3.4E-41; 1.8E-38	IPR000889; IPR000889	Glutathione peroxidase; Glutathione peroxidase
NP_192027.1	NP_192027.1; NP_001318837.1	554; 561	Pfam	PF03468, PF03469; PF03468, PF03469	XS domain, XH domain; XS domain, XH domain	8.2E-38, 5.7E-45; 1.2E-37, 1.2E-50	IPR005380, IPR005379; IPR005380, IPR005379	XS domain, Uncharacterised domain XH; XS domain, Uncharacterised domain XH
NP_192046.1	NP_192046.1; NP_001117210.1	376; 369	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	5.3E-70; 3.3E-68	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_192091.1	NP_192091.1; NP_192092.1	1229; 1230	Pfam	PF00664, PF00005; PF00664, PF00005	ABC transporter transmembrane region, ABC transporter; ABC transporter transmembrane region, ABC transporter	2.7E-61, 1.1E-34; 4.3E-61, 8.0E-35	IPR011527, IPR003439; IPR011527, IPR003439	ABC transporter type 1, transmembrane domain, ABC transporter-like, ATP-binding domain; ABC transporter type 1, transmembrane domain, ABC transporter-like, ATP-binding domain
NP_192178.1	NP_192178.1; NP_001320512.1	248; 247	Pfam	PF01027; PF01027	Inhibitor of apoptosis-promoting Bax1; Inhibitor of apoptosis-promoting Bax1	3.3E-46; 5.2E-49	IPR006214; IPR006214	Bax inhibitor 1-related; Bax inhibitor 1-related
NP_192204.1	NP_192204.1; NP_192245.2	318; 322	Pfam	PF00240; PF00240	Ubiquitin family; Ubiquitin family	3.1E-14; 3.1E-14	IPR000626; IPR000626	Ubiquitin-like domain; Ubiquitin-like domain
NP_192206.1	NP_192206.1; NP_192244.1	270; 263	Pfam	PF00240; PF00240	Ubiquitin family; Ubiquitin family	3.5E-15; 3.7E-14	IPR000626; IPR000626	Ubiquitin-like domain; Ubiquitin-like domain
NP_192210.1	NP_192210.1; NP_563685.2	395; 397	Pfam	PF13855, PF08263; PF00560, PF08263	Leucine rich repeat, Leucine rich repeat N-terminal domain; Leucine Rich Repeat, Leucine rich repeat N-terminal domain	1.1E-7, 1.5E-8; 0.032, 6.1E-8	IPR001611, IPR013210; IPR001611, IPR013210	Leucine-rich repeat, Leucine-rich repeat-containing N-terminal, plant-type; Leucine-rich repeat, Leucine-rich repeat-containing N-terminal, plant-type
NP_192251.2	NP_192251.2; NP_563688.1	310; 308	Pfam	PF05623; PF05623	Protein of unknown function (DUF789); Protein of unknown function (DUF789)	3.1E-106; 1.5E-104	IPR008507; IPR008507	Protein of unknown function DUF789; Protein of unknown function DUF789
NP_192263.1	NP_192263.1; NP_563689.1	164; 164	Pfam	PF04535; PF04535	Domain of unknown function (DUF588); Domain of unknown function (DUF588)	1.8E-41; 1.8E-36	IPR006702; IPR006702	Casparian strip membrane protein domain; Casparian strip membrane protein domain
NP_192343.1	NP_192343.1; NP_001078425.1	772; 771	Pfam	PF14703, PF13967, PF02714; PF14703, PF02714, PF13967	Cytosolic domain of 10TM putative phosphate transporter, Late exocytosis, associated with Golgi transport, Calcium-dependent channel, 7TM region, putative phosphate; Cytosolic domain of 10TM putative phosphate transporter, Calcium-dependent channel, 7TM region, putative phosphate, Late exocytosis, associated with Golgi transport	2.4E-41, 8.5E-48, 5.5E-80; 5.5E-44, 3.5E-80, 1.5E-45	IPR027815, IPR032880, IPR003864; IPR027815, IPR003864, IPR032880	10TM putative phosphate transporter, cytosolic domain, Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, Calcium-dependent channel, 7TM region, putative phosphate; 10TM putative phosphate transporter, cytosolic domain, Calcium-dependent channel, 7TM region, putative phosphate, Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain
NP_192370.1	NP_192370.1; NP_193930.1	465; 458	Pfam	PF00085, PF01507; PF00085, PF01507	Thioredoxin, Phosphoadenosine phosphosulfate reductase family; Thioredoxin, Phosphoadenosine phosphosulfate reductase family	2.1E-12, 1.0E-42; 2.2E-11, 6.9E-42	IPR013766, IPR002500; IPR013766, IPR002500	Thioredoxin domain, Phosphoadenosine phosphosulphate reductase; Thioredoxin domain, Phosphoadenosine phosphosulphate reductase
NP_192379.2	NP_192379.2; NP_680596.2	485; 484	Pfam	PF00069, PF13499; PF00069, PF13499	Protein kinase domain, EF-hand domain pair; Protein kinase domain, EF-hand domain pair	6.7E-69, 4.3E-14; 9.8E-68, 1.3E-14	IPR000719, IPR002048; IPR000719, IPR002048	Protein kinase domain, EF-hand domain; Protein kinase domain, EF-hand domain
NP_192390.1	NP_192390.1; NP_192392.1	139; 139	Pfam	PF01641; PF01641	SelR domain; SelR domain	3.1E-44; 1.2E-47	IPR002579; IPR002579	Peptide methionine sulphoxide reductase MrsB; Peptide methionine sulphoxide reductase MrsB
NP_192395.1	NP_192395.1; NP_193912.3	244; 244	Pfam	PF04511; PF04511	Der1-like family; Der1-like family	3.4E-59; 1.0E-58	IPR007599; IPR007599	Derlin; Derlin
NP_192422.1	NP_192422.1; NP_001329797.1; NP_192423.1	418; 418; 419	Pfam	PF01733; PF01733; PF01733	Nucleoside transporter; Nucleoside transporter; Nucleoside transporter	2.6E-31; 1.0E-33; 5.8E-30	IPR002259; IPR002259; IPR002259	Equilibrative nucleoside transporter; Equilibrative nucleoside transporter; Equilibrative nucleoside transporter
NP_192428.2	NP_192428.2; NP_193859.1	790; 793	Pfam	PF00225; PF00225	Kinesin motor domain; Kinesin motor domain	2.6E-108; 1.7E-107	IPR001752; IPR001752	Kinesin motor domain; Kinesin motor domain
NP_192451.1	NP_192451.1; NP_193842.1	1088; 1088	Pfam	PF03178, PF10433; PF10433, PF03178	CPSF A subunit region, Mono-functional DNA-alkylating methyl methanesulfonate N-term; Mono-functional DNA-alkylating methyl methanesulfonate N-term, CPSF A subunit region	4.4E-78, 2.2E-111; 5.8E-113, 7.1E-76	IPR004871, IPR018846; IPR018846, IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal, Cleavage/polyadenylation specificity factor, A subunit, N-terminal; Cleavage/polyadenylation specificity factor, A subunit, N-terminal, Cleavage/polyadenylation specificity factor, A subunit, C-terminal
NP_192535.1	NP_192535.1; NP_001322609.1	106; 106	Pfam	PF01096, PF02150; PF01096, PF02150	Transcription factor S-II (TFIIS), RNA polymerases M/15 Kd subunit; Transcription factor S-II (TFIIS), RNA polymerases M/15 Kd subunit	7.1E-19, 4.0E-9; 7.1E-19, 2.3E-8	IPR001222, IPR001529; IPR001222, IPR001529	Zinc finger, TFIIS-type, DNA-directed RNA polymerase, M/15kDa subunit; Zinc finger, TFIIS-type, DNA-directed RNA polymerase, M/15kDa subunit
NP_192617.1	NP_192617.1; NP_192618.1	346; 346	Pfam	PF00141; PF00141	Peroxidase; Peroxidase	2.5E-72; 5.4E-71	IPR002016; IPR002016	Haem peroxidase; Haem peroxidase
NP_192626.1	NP_192626.1; NP_192629.1	344; 342	Pfam	PF00491; PF00491	Arginase family; Arginase family	5.3E-65; 2.8E-68	IPR006035; IPR006035	Ureohydrolase; Ureohydrolase
NP_192648.2	NP_192648.2; NP_001078361.1; NP_001118957.1; NP_001118955.1; NP_001118956.1; NP_001118954.1	116; 116; 116; 116; 116; 114	Pfam	PF07983; PF07983; PF07983; PF07983; PF07983; PF07983	X8 domain; X8 domain; X8 domain; X8 domain; X8 domain; X8 domain	1.1E-22; 2.7E-21; 2.2E-21; 2.2E-21; 1.2E-20; 1.0E-21	IPR012946; IPR012946; IPR012946; IPR012946; IPR012946; IPR012946	X8 domain; X8 domain; X8 domain; X8 domain; X8 domain; X8 domain
NP_192659.2	NP_192669.2; NP_192659.2	397; 397	Pfam	PF10607, PF00622; PF10607, PF00622	CTLH/CRA C-terminal to LisH motif domain, SPRY domain; CTLH/CRA C-terminal to LisH motif domain, SPRY domain	2.3E-10, 3.0E-19; 2.3E-10, 3.0E-19	IPR024964, IPR003877; IPR024964, IPR003877	CTLH/CRA C-terminal to LisH motif domain, SPRY domain; CTLH/CRA C-terminal to LisH motif domain, SPRY domain
NP_192660.1	NP_192660.1; NP_192664.1	154; 154	Pfam	; 	; 	; 	; 	; 
NP_192690.3	NP_192690.3; NP_001326838.1	492; 495	Pfam	PF01676, PF10143; PF10143, PF01676	Metalloenzyme superfamily, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, Metalloenzyme superfamily	7.6E-22, 6.2E-58; 1.4E-57, 1.6E-20	IPR006124, IPR004456; IPR004456, IPR006124	Metalloenzyme, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, Metalloenzyme
NP_192698.1	NP_192698.1; NP_192699.1	99; 99	Pfam	PF02704; PF02704	Gibberellin regulated protein; Gibberellin regulated protein	8.7E-22; 8.3E-23	IPR003854; IPR003854	Gibberellin regulated protein; Gibberellin regulated protein
NP_192719.1	NP_192719.1; NP_001321552.1	335; 335	Pfam	PF03151; PF03151	Triose-phosphate Transporter family; Triose-phosphate Transporter family	7.9E-15; 1.7E-14	IPR004853; IPR004853	Sugar phosphate transporter domain; Sugar phosphate transporter domain
NP_192782.1	NP_192782.1; NP_564419.1	633; 639	Pfam	PF03141; PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase; Putative S-adenosyl-L-methionine-dependent methyltransferase	3.4E-228; 1.2E-224	IPR004159; IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase; Putative S-adenosyl-L-methionine-dependent methyltransferase
NP_192783.1	NP_192783.1; NP_564418.1; NP_564417.1	194; 194; 194	Pfam	PF00347; PF00347; PF00347	Ribosomal protein L6; Ribosomal protein L6; Ribosomal protein L6	1.9E-14; 2.4E-14; 2.4E-14	IPR020040; IPR020040; IPR020040	Ribosomal protein L6, alpha-beta domain; Ribosomal protein L6, alpha-beta domain; Ribosomal protein L6, alpha-beta domain
NP_192839.1	NP_192839.1; NP_567690.1	238; 237	Pfam	PF00334; PF00334	Nucleoside diphosphate kinase; Nucleoside diphosphate kinase	7.9E-53; 3.6E-52	IPR034907; IPR034907	Nucleoside diphosphate kinase-like domain; Nucleoside diphosphate kinase-like domain
NP_192841.1	NP_192841.1; NP_194116.1	666; 666	Pfam	PF00501; PF00501	AMP-binding enzyme; AMP-binding enzyme	2.5E-101; 1.0E-104	IPR000873; IPR000873	AMP-dependent synthetase/ligase; AMP-dependent synthetase/ligase
NP_192861.1	NP_192861.1; NP_001328059.1	271; 275	Pfam	PF02453; PF02453	Reticulon; Reticulon	2.1E-56; 6.9E-56	IPR003388; IPR003388	Reticulon; Reticulon
NP_192875.1	NP_192875.1; NP_192876.1	157; 159	Pfam	PF13639; PF13639	Ring finger domain; Ring finger domain	3.1E-11; 3.4E-12	IPR001841; IPR001841	Zinc finger, RING-type; Zinc finger, RING-type
NP_192900.1	NP_192900.1; NP_564213.1	225; 222	Pfam	PF01245; PF01245	Ribosomal protein L19; Ribosomal protein L19	8.8E-31; 5.1E-30	IPR001857; IPR001857	Ribosomal protein L19; Ribosomal protein L19
NP_192918.1	NP_192918.1; NP_001328313.1	707; 700	Pfam	PF07690, PF03105; PF07690, PF03105	Major Facilitator Superfamily, SPX domain; Major Facilitator Superfamily, SPX domain	8.6E-24, 2.5E-7; 1.6E-23, 6.8E-7	IPR011701, IPR004331; IPR011701, IPR004331	Major facilitator superfamily, SPX domain; Major facilitator superfamily, SPX domain
NP_192920.3	NP_192920.3; NP_192921.1; NP_192922.1	856; 866; 858	Pfam	PF00614, PF00168, PF12357; PF00614, PF12357, PF00168; PF00614, PF12357, PF00168	Phospholipase D Active site motif, C2 domain, Phospholipase D C terminal; Phospholipase D Active site motif, Phospholipase D C terminal, C2 domain; Phospholipase D Active site motif, Phospholipase D C terminal, C2 domain	3.2E-10, 3.4E-26, 1.7E-29; 3.2E-10, 1.1E-29, 1.4E-27; 3.3E-10, 1.4E-29, 1.2E-26	IPR001736, IPR000008, IPR024632; IPR001736, IPR024632, IPR000008; IPR001736, IPR024632, IPR000008	Phospholipase D/Transphosphatidylase, C2 domain, Phospholipase D, C-terminal; Phospholipase D/Transphosphatidylase, Phospholipase D, C-terminal, C2 domain; Phospholipase D/Transphosphatidylase, Phospholipase D, C-terminal, C2 domain
NP_192929.2	NP_192929.2; NP_194022.3	475; 483	Pfam	PF00400; PF00400	WD domain, G-beta repeat; WD domain, G-beta repeat	3.4E-6; 5.4E-5	IPR001680; IPR001680	WD40 repeat; WD40 repeat
NP_192948.1	NP_192948.1; NP_567670.1	298; 299	Pfam	PF04116; PF04116	Fatty acid hydroxylase superfamily; Fatty acid hydroxylase superfamily	6.2E-31; 4.4E-30	IPR006694; IPR006694	Fatty acid hydroxylase; Fatty acid hydroxylase
NP_192967.1	NP_192967.1; NP_192969.4; NP_192968.3	516; 518; 520	Pfam	PF00067; PF00067; PF00067	Cytochrome P450; Cytochrome P450; Cytochrome P450	1.4E-105; 1.5E-103; 6.8E-102	IPR001128; IPR001128; IPR001128	Cytochrome P450; Cytochrome P450; Cytochrome P450
NP_192980.1	NP_192980.1; NP_193990.1	368; 377	Pfam	PF02358; PF02358	Trehalose-phosphatase; Trehalose-phosphatase	4.0E-72; 2.0E-70	IPR003337; IPR003337	Trehalose-phosphatase; Trehalose-phosphatase
