	category1	category2	ko_id	function	species_name	hsds_id	hsds_num
2100	09154 Digestive system	04974 Protein digestion and absorption [PATH:ko04974]	K14207  SLC38A2, SNAT2; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2		Chlamydomonas_reinhardtii.50_70	XP_001694884.1	1
2101	09158 Development and regeneration	04361 Axon regeneration [PATH:ko04361]	K11593  ELF2C, AGO; eukaryotic translation initiation factor 2C		Chlamydomonas_reinhardtii.50_70	XP_042916315.1	1
2102	09149 Aging	04213 Longevity regulating pathway - multiple species [PATH:ko04213]	K03695  clpB; ATP-dependent Clp protease ATP-binding subunit ClpB		Chlamydomonas_reinhardtii.50_70	XP_042918697.1	1
2103	09159 Environmental adaptation	04714 Thermogenesis [PATH:ko04714]	K15109  SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29		Chlamydomonas_reinhardtii.50_70	XP_001692197.1	1
2104	09159 Environmental adaptation	04626 Plant-pathogen interaction [PATH:ko04626]	K13412  CPK; calcium-dependent protein kinase 		Chlamydomonas_reinhardtii.50_70	XP_042919823.1, XP_001690644.1	2
2105	09161 Cancer: overview	05202 Transcriptional misregulation in cancer [PATH:ko05202]	K11253  H3; histone H3		Chlamydomonas_reinhardtii.50_70	XP_001690671.1	1
2106	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11252  H2B; histone H2B		Chlamydomonas_reinhardtii.50_70	XP_001690668.1	1
2107	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11254  H4; histone H4		Chlamydomonas_reinhardtii.50_70	XP_001690721.1	1
2108	09163 Immune disease	05322 Systemic lupus erythematosus [PATH:ko05322]	K11089  TROVE2, SSA2; 60 ka SS-A/Ro ribonucleoprotein		Chlamydomonas_reinhardtii.50_70	XP_042914800.1	1
2109	09164 Neurodegenerative disease	05014 Amyotrophic lateral sclerosis [PATH:ko05014]	K10408  NAH; dynein heavy chain, axonemal		Chlamydomonas_reinhardtii.50_70	XP_042915941.1	1
2110	09164 Neurodegenerative disease	05016 Huntington disease [PATH:ko05016]	K04418  MAP3K10, MLK2; mitogen-activated protein kinase kinase kinase 10 		Chlamydomonas_reinhardtii.50_70	XP_042915007.1, XP_042915516.1	2
2111	09164 Neurodegenerative disease	05017 Spinocerebellar ataxia [PATH:ko05017]	K08956  AFG3; AFG3 family protein 		Chlamydomonas_reinhardtii.50_70	XP_042916112.1	1
2112	09171 Infectious disease: bacterial	05132 Salmonella infection [PATH:ko05132]	K10419  YNLRB, NCL2; dynein light chain roadblock-type		Chlamydomonas_reinhardtii.50_70	XP_001694381.1	1
2113	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K07760  CK; cyclin-dependent kinase 		Chlamydomonas_reinhardtii.50_70	XP_001698637.1	1
2114	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K08824  CKL; cyclin-dependent kinase-like 		Chlamydomonas_reinhardtii.50_70	XP_042921261.1	1
2115	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K08848  RIPK4; receptor-interacting serine/threonine-protein kinase 4 		Chlamydomonas_reinhardtii.50_70	XP_001695591.1	1
2116	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K08867  WNK, PRKWNK; WNK lysine deficient protein kinase 		Chlamydomonas_reinhardtii.50_70	XP_001690141.1	1
2117	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K00898  PK2_3_4; pyruvate dehydrogenase kinase 2/3/4 		Chlamydomonas_reinhardtii.50_70	XP_042923928.1	1
2118	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K12132  prkC, stkP; eukaryotic-like serine/threonine-protein kinase 		Chlamydomonas_reinhardtii.50_70	XP_001690935.1, XP_042923935.1	2
2119	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K13216  PPP1R8, NIPP1; nuclear inhibitor of protein phosphatase 1 		Chlamydomonas_reinhardtii.50_70	XP_042919055.1	1
2120	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K17586  PHRF1; PH and RING finger domain-containing protein 1		Chlamydomonas_reinhardtii.50_70	XP_042918962.1	1
2121	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K17609  NXN; nucleoredoxin 		Chlamydomonas_reinhardtii.50_70	XP_001701806.1	1
2122	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K15498  PPP6C; serine/threonine-protein phosphatase 6 catalytic subunit 		Chlamydomonas_reinhardtii.50_70	XP_001691361.1	1
2123	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K15504  ANKR52; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C		Chlamydomonas_reinhardtii.50_70	XP_042920752.1	1
2124	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K17508  PTC7, PPTC7; protein phosphatase PTC7 		Chlamydomonas_reinhardtii.50_70	XP_042928189.1	1
2125	09181 Protein families: metabolism	01009 Protein phosphatases and associated proteins [BR:ko01009]	K14165  K14165; atypical dual specificity phosphatase 		Chlamydomonas_reinhardtii.50_70	XP_001694599.1	1
2126	09181 Protein families: metabolism	01002 Peptidases and inhibitors [BR:ko01002]	K09602  OTUB1; ubiquitin thioesterase protein OTUB1 		Chlamydomonas_reinhardtii.50_70	XP_042923344.1	1
2127	09181 Protein families: metabolism	01002 Peptidases and inhibitors [BR:ko01002]	K03798  ftsH, hflB; cell division protease FtsH 		Chlamydomonas_reinhardtii.50_70	XP_001690889.1	1
2128	09181 Protein families: metabolism	01002 Peptidases and inhibitors [BR:ko01002]	K22369  EPHX4; epoxide hydrolase 4 		Chlamydomonas_reinhardtii.50_70	XP_042928204.1	1
2129	09181 Protein families: metabolism	01002 Peptidases and inhibitors [BR:ko01002]	K04773  sppA; protease IV 		Chlamydomonas_reinhardtii.50_70	XP_042923314.1	1
2130	09181 Protein families: metabolism	01003 Glycosyltransferases [BR:ko01003]	K08251  A4GNT; alpha 1,4-N-acetylglucosaminyltransferase 		Chlamydomonas_reinhardtii.50_70	XP_001692817.2	1
2131	09181 Protein families: metabolism	01003 Glycosyltransferases [BR:ko01003]	K11000  CALS; callose synthase 		Chlamydomonas_reinhardtii.50_70	XP_042924331.1	1
2132	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09387  FOXA1, HNF3A; forkhead box protein A1, hepatocyte nuclear factor 3-alpha		Chlamydomonas_reinhardtii.50_70	XP_042914114.1	1
2133	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09422  MYBP; transcription factor MYB, plant		Chlamydomonas_reinhardtii.50_70	XP_001694724.2	1
2134	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09284  AP2; AP2-like factor, euAP2 lineage		Chlamydomonas_reinhardtii.50_70	XP_001700294.2	1
2135	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09286  EREBP; EREBP-like factor		Chlamydomonas_reinhardtii.50_70	XP_042915733.1, XP_042921884.1	2
2136	09182 Protein families: genetic information processing	03019 Messenger RNA biogenesis [BR:ko03019]	K18740  EX1, EGL; exonuclease 3'-5' domain-containing protein 1		Chlamydomonas_reinhardtii.50_70	XP_001697485.2	1
2137	09182 Protein families: genetic information processing	03041 Spliceosome [BR:ko03041]	K13103  TFIP11; tuftelin-interacting protein 11		Chlamydomonas_reinhardtii.50_70	XP_042922836.1	1
2138	09182 Protein families: genetic information processing	03041 Spliceosome [BR:ko03041]	K12734  PPIL3; peptidyl-prolyl cis-trans isomerase-like 3 		Chlamydomonas_reinhardtii.50_70	XP_001690298.2	1
2139	09182 Protein families: genetic information processing	03041 Spliceosome [BR:ko03041]	K12736  PPW1; peptidylprolyl isomerase domain and W repeat-containing protein 1 		Chlamydomonas_reinhardtii.50_70	XP_042920415.1	1
2140	09182 Protein families: genetic information processing	03041 Spliceosome [BR:ko03041]	K13117  HX35; ATP-dependent RNA helicase X35 		Chlamydomonas_reinhardtii.50_70	XP_042918463.1	1
2141	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K11135  PINX1; Pin2-interacting protein X1		Chlamydomonas_reinhardtii.50_70	XP_042923055.1	1
2142	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K14810  X56, BP9; ATP-dependent RNA helicase X56/BP9 		Chlamydomonas_reinhardtii.50_70	XP_042918562.1	1
2143	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K07560  dtd, T; -aminoacyl-tRNA deacylase 		Chlamydomonas_reinhardtii.50_70	XP_042919184.1	1
2144	09182 Protein families: genetic information processing	03016 Transfer RNA biogenesis [BR:ko03016]	K05542  US1; tRNA-dihydrouridine synthase 1 		Chlamydomonas_reinhardtii.50_70	XP_001696025.2	1
2145	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K03235  EF3, TEF3; elongation factor 3		Chlamydomonas_reinhardtii.50_70	XP_001692287.1	1
2146	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K22857  EEF1AKMT4; EEF1A lysine methyltransferase 4 		Chlamydomonas_reinhardtii.50_70	XP_042925030.1	1
2147	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K03667  hslU; ATP-dependent HslUV protease ATP-binding subunit HslU		Chlamydomonas_reinhardtii.50_70	XP_042915670.1	1
2148	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K09510  NAJB4; naJ homolog subfamily B member 4		Chlamydomonas_reinhardtii.50_70	XP_042919847.1, XP_001689602.2	2
2149	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K09515  NAJB9; naJ homolog subfamily B member 9		Chlamydomonas_reinhardtii.50_70	XP_001700988.2	1
2150	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K09529  NAJC9; naJ homolog subfamily C member 9		Chlamydomonas_reinhardtii.50_70	XP_001689602.2	1
2151	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K03686  dnaJ; molecular chaperone naJ		Chlamydomonas_reinhardtii.50_70	XP_001700988.2, XP_001689602.2	2
2152	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K04082  hscB, HSCB, HSC20; molecular chaperone HscB		Chlamydomonas_reinhardtii.50_70	XP_042918185.1	1
2153	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K03768  PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 		Chlamydomonas_reinhardtii.50_70	XP_042919139.1, XP_001690298.2	2
2154	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K09568  FKBP1; FK506-binding protein 1 		Chlamydomonas_reinhardtii.50_70	XP_001693615.1	1
2155	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K09569  FKBP2; FK506-binding protein 2 		Chlamydomonas_reinhardtii.50_70	XP_001693615.1	1
2156	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K03676  grxC, GLRX, GLRX2; glutaredoxin 3		Chlamydomonas_reinhardtii.50_70	XP_001694001.1	1
2157	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K08511  ATVAMP72; vesicle-associated membrane protein 72		Chlamydomonas_reinhardtii.50_70	XP_001692216.1	1
2158	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K21440  ANKR50; ankyrin repeat domain-containing protein 50		Chlamydomonas_reinhardtii.50_70	XP_042920519.1	1
2159	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K07942  ARL1; AP-ribosylation factor-like protein 1		Chlamydomonas_reinhardtii.50_70	XP_001690893.1	1
2160	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K01551  arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase 		Chlamydomonas_reinhardtii.50_70	XP_042914113.1	1
2161	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K13254  SPAST; spastin 		Chlamydomonas_reinhardtii.50_70	XP_001698289.2	1
2162	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K07910  RAB18; Ras-related protein Rab-18		Chlamydomonas_reinhardtii.50_70	XP_001697342.1	1
2163	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K12158  NE8; ubiquitin-like protein Nedd8		Chlamydomonas_reinhardtii.50_70	XP_001694608.1	1
2164	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10645  MIB; E3 ubiquitin-protein ligase mind-bomb 		Chlamydomonas_reinhardtii.50_70	XP_042914452.1	1
2165	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K17822  CUN11_2; CN1-like protein 1/2		Chlamydomonas_reinhardtii.50_70	XP_001689460.2	1
2166	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K13956  IPP, KLHL27; actin-binding protein IPP		Chlamydomonas_reinhardtii.50_70	XP_042926060.1	1
2167	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10466  KLHL30; kelch-like protein 30		Chlamydomonas_reinhardtii.50_70	XP_042926042.1	1
2168	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10474  KBTB6_7; kelch repeat and BTB domain-containing protein 6/7		Chlamydomonas_reinhardtii.50_70	XP_042914366.1	1
2169	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10479  BTB7; BTB/POZ domain-containing protein 7		Chlamydomonas_reinhardtii.50_70	XP_042926042.1	1
2170	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10480  BTB8; BTB/POZ domain-containing protein 8		Chlamydomonas_reinhardtii.50_70	XP_001693015.1	1
2171	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10481  BTB9; BTB/POZ domain-containing protein 9		Chlamydomonas_reinhardtii.50_70	XP_042926060.1	1
2172	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10502  ZBTB22, BING1; zinc finger and BTB domain-containing protein 22		Chlamydomonas_reinhardtii.50_70	XP_042916734.1	1
2173	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10511  ZBTB39; zinc finger and BTB domain-containing protein 39		Chlamydomonas_reinhardtii.50_70	XP_042925234.1	1
2174	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K11275  H1_5; histone H1/5		Chlamydomonas_reinhardtii.50_70	XP_001693443.1	1
2175	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K16465  CETN1; centrin-1		Chlamydomonas_reinhardtii.50_70	XP_001695560.1	1
2176	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K19788  OLA1; obg-like ATPase 1		Chlamydomonas_reinhardtii.50_70	XP_001699763.1	1
2177	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K07943  ARL2; AP-ribosylation factor-like protein 2		Chlamydomonas_reinhardtii.50_70	XP_001702104.2	1
2178	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K07944  ARL3; AP-ribosylation factor-like protein 3		Chlamydomonas_reinhardtii.50_70	XP_001702104.2	1
2179	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K11657  RSF1; remodeling and spacing factor 1		Chlamydomonas_reinhardtii.50_70	XP_042916043.1	1
2180	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K23408  CCA7, JPO1; cell division cycle-associated protein 7		Chlamydomonas_reinhardtii.50_70	XP_042921077.1	1
2181	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K22803  SMC5; structural maintenance of chromosomes protein 5		Chlamydomonas_reinhardtii.50_70	XP_042920177.1	1
2182	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K19619  TP2; tyrosyl-NA phosphodiesterase 2 		Chlamydomonas_reinhardtii.50_70	XP_042924390.1	1
2183	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K19596  PLK5; inactive serine/threonine-protein kinase PLK5		Chlamydomonas_reinhardtii.50_70	XP_042925027.1	1
2184	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K03574  mutT, NUT15, MTH2; 8-oxo-dGTP diphosphatase 		Chlamydomonas_reinhardtii.50_70	XP_001691864.2	1
2185	09182 Protein families: genetic information processing	03029 Mitochondrial biogenesis [BR:ko03029]	K17783  ERV1, GFER, ALR; mitochondrial FA-linked sulfhydryl oxidase 		Chlamydomonas_reinhardtii.50_70	XP_001703298.1	1
2186	09182 Protein families: genetic information processing	03029 Mitochondrial biogenesis [BR:ko03029]	K17080  PHB1; prohibitin 1		Chlamydomonas_reinhardtii.50_70	XP_001696940.1	1
2187	09182 Protein families: genetic information processing	03029 Mitochondrial biogenesis [BR:ko03029]	K17081  PHB2; prohibitin 2		Chlamydomonas_reinhardtii.50_70	XP_001696940.1	1
2188	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14724  SLC9A8, NHE8; solute carrier family 9 (sodium/hydrogen exchanger), member 8		Chlamydomonas_reinhardtii.50_70	XP_001700217.2	1
2189	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14347  SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7		Chlamydomonas_reinhardtii.50_70	XP_042927186.1, XP_042920949.1	2
2190	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14640  SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter)		Chlamydomonas_reinhardtii.50_70	XP_042916211.1, XP_001702863.1, XP_001694872.1	3
2191	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K15110  SLC25A21, OC; solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21		Chlamydomonas_reinhardtii.50_70	XP_001694819.2	1
2192	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K15281  SLC35; solute carrier family 35		Chlamydomonas_reinhardtii.50_70	XP_042915706.1	1
2193	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K15283  SLC35E1; solute carrier family 35, member E1		Chlamydomonas_reinhardtii.50_70	XP_001694243.1	1
2194	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14709  SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3		Chlamydomonas_reinhardtii.50_70	XP_042917393.1	1
2195	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K15382  SLC50A, SWEET; solute carrier family 50 (sugar transporter)		Chlamydomonas_reinhardtii.50_70	XP_042919879.1	1
2196	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K24175  MFS5; MFS transporter, MFS domain-containing protein family, molybdate-anion transporter		Chlamydomonas_reinhardtii.50_70	XP_001693567.2	1
2197	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K03320  amt, AMT, MEP; ammonium transporter, Amt family		Chlamydomonas_reinhardtii.50_70	XP_001692923.1, XP_042925795.1	2
2198	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K21989  TMEM63; calcium permeable stress-gated cation channel		Chlamydomonas_reinhardtii.50_70	XP_042920827.1, XP_042921806.1	2
2199	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K03442  mscS; small conductance mechanosensitive channel		Chlamydomonas_reinhardtii.50_70	XP_042928629.1	1
2200	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K16075  MRS2, MFM1; magnesium transporter		Chlamydomonas_reinhardtii.50_70	XP_042927362.1	1
2201	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K08994  yneE, BEST; ion channel-forming bestrophin family protein		Chlamydomonas_reinhardtii.50_70	XP_001697952.2	1
2202	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K15356  VRG4, GONST1; GP-mannose transporter		Chlamydomonas_reinhardtii.50_70	XP_001690931.2	1
2203	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K07300  chaA, CAX; Ca2+:H+ antiporter		Chlamydomonas_reinhardtii.50_70	XP_001696938.2	1
2204	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K20989  UR3; urea-proton symporter		Chlamydomonas_reinhardtii.50_70	XP_001702308.2	1
2205	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K23887  UAPA_C; uric acid-xanthine permease		Chlamydomonas_reinhardtii.50_70	XP_001690514.1	1
2206	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K18059  SULTR4; sulfate transporter 4		Chlamydomonas_reinhardtii.50_70	XP_001697222.1	1
2207	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K03322  mntH; manganese transport protein		Chlamydomonas_reinhardtii.50_70	XP_001691702.1	1
2208	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K03549  kup; KUP system potassium uptake protein		Chlamydomonas_reinhardtii.50_70	XP_042914589.1	1
2209	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K22736  VIT; vacuolar iron transporter family protein		Chlamydomonas_reinhardtii.50_70	XP_001699735.1	1
2210	09183 Protein families: signaling and cellular processes	04812 ytoskeleton proteins [BR:ko04812]	K10355  ACTF; actin, other eukaryote		Chlamydomonas_reinhardtii.50_70	XP_001699068.1	1
2211	09183 Protein families: signaling and cellular processes	04812 ytoskeleton proteins [BR:ko04812]	K20196  KIF3B; kinesin family member 3B		Chlamydomonas_reinhardtii.50_70	XP_001701510.1	1
2212	09183 Protein families: signaling and cellular processes	04812 ytoskeleton proteins [BR:ko04812]	K07767  KATNA1; katanin p60 ATPase-containing subunit A1 		Chlamydomonas_reinhardtii.50_70	XP_001698289.2	1
2213	09183 Protein families: signaling and cellular processes	04147 Exosome [BR:ko04147]	K17279  REEP5_6; receptor expression-enhancing protein 5/6		Chlamydomonas_reinhardtii.50_70	XP_042926107.1	1
2214	09183 Protein families: signaling and cellular processes	04031 GTP-binding proteins [BR:ko04031]	K07950  ARL5B; AP-ribosylation factor-like protein 5B		Chlamydomonas_reinhardtii.50_70	XP_001690893.1	1
2215	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K07305  msrB; peptide-methionine (R)-S-oxide reductase 		Chlamydomonas_reinhardtii.50_70	XP_001699002.1	1
2216	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K07393  ECM4, yqjG; glutathionyl-hydroquinone reductase 		Chlamydomonas_reinhardtii.50_70	XP_001692860.1	1
2217	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K17893  AOX1, AOX2; ubiquinol oxidase 		Chlamydomonas_reinhardtii.50_70	XP_001692600.2	1
2218	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K23856  GPX; peroxiredoxin 		Chlamydomonas_reinhardtii.50_70	XP_001693150.1	1
2219	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K18332  hnd; NAP-reducing hydrogenase subunit Hnd 		Chlamydomonas_reinhardtii.50_70	XP_001693376.1	1
2220	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K00809  HPS, dys; deoxyhypusine synthase 		Chlamydomonas_reinhardtii.50_70	XP_001689942.2	1
2221	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K23518  MACRO, ymdB; O-acetyl-AP-ribose deacetylase 		Chlamydomonas_reinhardtii.50_70	XP_042917959.1	1
2222	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K23978  IAH1; isoamyl acetate esterase 		Chlamydomonas_reinhardtii.50_70	XP_042920843.1	1
2223	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K22530  ATA1; ATPase family AAA domain-containing protein 1 		Chlamydomonas_reinhardtii.50_70	XP_001696628.2	1
2224	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K01802  E5.2.1.8; peptidylprolyl isomerase 		Chlamydomonas_reinhardtii.50_70	XP_001690298.2	1
2225	09191 Unclassified: metabolism	99980 Enzymes with E numbers	K01537  ATP2C; P-type Ca2+ transporter type 2C 		Chlamydomonas_reinhardtii.50_70	XP_042916001.1	1
2226	09191 Unclassified: metabolism	99999 Others	K22390  ACP7; acid phosphatase type 7		Chlamydomonas_reinhardtii.50_70	XP_042917479.1	1
2227	09192 Unclassified: genetic information processing	99976 Replication and repair	K07496  K07496; putative transposase		Chlamydomonas_reinhardtii.50_70	XP_001698006.1	1
2228	09193 Unclassified: signaling and cellular processes	99977 Transport	K03301  TC.AAA; ATP:AP antiporter, AAA family		Chlamydomonas_reinhardtii.50_70	XP_001703733.1	1
2229	09193 Unclassified: signaling and cellular processes	99977 Transport	K03453  TC.BASS; bile acid:Na+ symporter, BASS family		Chlamydomonas_reinhardtii.50_70	XP_001693020.1	1
2230	09193 Unclassified: signaling and cellular processes	99978 ell growth	K06416  spoVS; stage V sporulation protein S		Chlamydomonas_reinhardtii.50_70	XP_001694588.1	1
2231	09193 Unclassified: signaling and cellular processes	99992 Structural proteins	K17338  REEP1_2_3_4; receptor expression-enhancing protein 1/2/3/4		Chlamydomonas_reinhardtii.50_70	XP_042926107.1	1
2232	09194 Poorly characterized	99996 General function prediction only	K06886  glbN; hemoglobin		Chlamydomonas_reinhardtii.50_70	XP_001699004.1	1
2233	09194 Poorly characterized	99997 Function unknown	K06944  K06944; uncharacterized protein		Chlamydomonas_reinhardtii.50_70	XP_001696642.2	1
2234	09194 Poorly characterized	99997 Function unknown	K07034  K07034; uncharacterized protein		Chlamydomonas_reinhardtii.50_70	XP_001691586.2	1
2235	09194 Poorly characterized	99997 Function unknown	K07112  K07112; uncharacterized protein		Chlamydomonas_reinhardtii.50_70	XP_001698305.2	1
2236	09194 Poorly characterized	99997 Function unknown	K09955  K09955; uncharacterized protein		Chlamydomonas_reinhardtii.50_70	XP_042925865.1	1
2237	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00850  pfkA, PFK; 6-phosphofructokinase 1 		Chlamydomonas_reinhardtii.50_100	XP_001694148.1	1
2238	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01623  ALO; fructose-bisphosphate aldolase, class I 		Chlamydomonas_reinhardtii.50_100	XP_001700318.1	1
2239	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00873  PK, pyk; pyruvate kinase 		Chlamydomonas_reinhardtii.50_100	XP_042923421.1	1
2240	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01006  ppdK; pyruvate, orthophosphate dikinase 		Chlamydomonas_reinhardtii.50_100	XP_042914963.1	1
2241	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00627  LAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) 		Chlamydomonas_reinhardtii.50_100	XP_001696403.1	1
2242	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121  frmA, AH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase 		Chlamydomonas_reinhardtii.50_100	XP_042919155.1	1
